8,0.5,64,32,256,3,512
8,0.5,64,32,256,3,1024
8,0.5,64,32,256,4,512
8,0.5,64,32,256,4,1024
8,0.5,64,32,128,3,512
8,0.5,64,32,128,3,1024
8,0.5,64,32,128,4,512
8,0.5,64,32,128,4,1024
8,0.5,64,16,256,3,512
8,0.5,64,16,256,3,1024
8,0.5,64,16,256,4,512
8,0.5,64,16,256,4,1024
8,0.5,64,16,128,3,512
8,0.5,64,16,128,3,1024
8,0.5,64,16,128,4,512
8,0.5,64,16,128,4,1024
8,0.5,32,32,256,3,512
8,0.5,32,32,256,3,1024
8,0.5,32,32,256,4,512
8,0.5,32,32,256,4,1024
8,0.5,32,32,128,3,512
8,0.5,32,32,128,3,1024
8,0.5,32,32,128,4,512
8,0.5,32,32,128,4,1024
8,0.5,32,16,256,3,512
8,0.5,32,16,256,3,1024
8,0.5,32,16,256,4,512
8,0.5,32,16,256,4,1024
8,0.5,32,16,128,3,512
8,0.5,32,16,128,3,1024
8,0.5,32,16,128,4,512
8,0.5,32,16,128,4,1024
8,0.4,64,32,256,3,512
8,0.4,64,32,256,3,1024
8,0.4,64,32,256,4,512
8,0.4,64,32,256,4,1024
8,0.4,64,32,128,3,512
8,0.4,64,32,128,3,1024
8,0.4,64,32,128,4,512
8,0.4,64,32,128,4,1024
8,0.4,64,16,256,3,512
8,0.4,64,16,256,3,1024
8,0.4,64,16,256,4,512
8,0.4,64,16,256,4,1024
8,0.4,64,16,128,3,512
8,0.4,64,16,128,3,1024
8,0.4,64,16,128,4,512
8,0.4,64,16,128,4,1024
8,0.4,32,32,256,3,512
8,0.4,32,32,256,3,1024
8,0.4,32,32,256,4,512
8,0.4,32,32,256,4,1024
8,0.4,32,32,128,3,512
8,0.4,32,32,128,3,1024
8,0.4,32,32,128,4,512
8,0.4,32,32,128,4,1024
8,0.4,32,16,256,3,512
8,0.4,32,16,256,3,1024
8,0.4,32,16,256,4,512
8,0.4,32,16,256,4,1024
8,0.4,32,16,128,3,512
8,0.4,32,16,128,3,1024
8,0.4,32,16,128,4,512
8,0.4,32,16,128,4,1024
10,0.5,64,32,256,3,512
10,0.5,64,32,256,3,1024
10,0.5,64,32,256,4,512
10,0.5,64,32,256,4,1024
10,0.5,64,32,128,3,512
10,0.5,64,32,128,3,1024
10,0.5,64,32,128,4,512
10,0.5,64,32,128,4,1024
10,0.5,64,16,256,3,512
10,0.5,64,16,256,3,1024
10,0.5,64,16,256,4,512
10,0.5,64,16,256,4,1024
10,0.5,64,16,128,3,512
10,0.5,64,16,128,3,1024
10,0.5,64,16,128,4,512
10,0.5,64,16,128,4,1024
10,0.5,32,32,256,3,512
10,0.5,32,32,256,3,1024
10,0.5,32,32,256,4,512
10,0.5,32,32,256,4,1024
10,0.5,32,32,128,3,512
10,0.5,32,32,128,3,1024
10,0.5,32,32,128,4,512
10,0.5,32,32,128,4,1024
10,0.5,32,16,256,3,512
10,0.5,32,16,256,3,1024
10,0.5,32,16,256,4,512
10,0.5,32,16,256,4,1024
10,0.5,32,16,128,3,512
10,0.5,32,16,128,3,1024
10,0.5,32,16,128,4,512
10,0.5,32,16,128,4,1024
10,0.4,64,32,256,3,512
10,0.4,64,32,256,3,1024
10,0.4,64,32,256,4,512
10,0.4,64,32,256,4,1024
10,0.4,64,32,128,3,512
10,0.4,64,32,128,3,1024
10,0.4,64,32,128,4,512
10,0.4,64,32,128,4,1024
10,0.4,64,16,256,3,512
10,0.4,64,16,256,3,1024
10,0.4,64,16,256,4,512
10,0.4,64,16,256,4,1024
10,0.4,64,16,128,3,512
10,0.4,64,16,128,3,1024
10,0.4,64,16,128,4,512
10,0.4,64,16,128,4,1024
10,0.4,32,32,256,3,512
10,0.4,32,32,256,3,1024
10,0.4,32,32,256,4,512
10,0.4,32,32,256,4,1024
10,0.4,32,32,128,3,512
10,0.4,32,32,128,3,1024
10,0.4,32,32,128,4,512
10,0.4,32,32,128,4,1024
10,0.4,32,16,256,3,512
10,0.4,32,16,256,3,1024
10,0.4,32,16,256,4,512
10,0.4,32,16,256,4,1024
10,0.4,32,16,128,3,512
10,0.4,32,16,128,3,1024
10,0.4,32,16,128,4,512
10,0.4,32,16,128,4,1024
